Dates,WL
6/15/2001,74.975
6/16/2001,74.985
6/17/2001,74.995
6/18/2001,74.991
6/19/2001,74.983
6/20/2001,74.984
6/21/2001,74.979
6/22/2001,74.987
6/23/2001,75.002
6/24/2001,75.003
6/25/2001,75.001
6/26/2001,74.995
6/27/2001,75.001
6/28/2001,75.001
6/29/2001,74.995
6/30/2001,75
7/1/2001,75.042
7/2/2001,75.041
7/3/2001,75.005
7/4/2001,75.006
7/5/2001,75.017
7/6/2001,75.012
7/7/2001,74.995
7/8/2001,74.997
7/9/2001,74.997
7/10/2001,74.995
7/11/2001,75.013
7/12/2001,75.013
7/13/2001,75.005
7/14/2001,74.997
7/15/2001,74.984
7/16/2001,74.975
7/17/2001,74.976
7/18/2001,74.965
7/19/2001,74.949
7/20/2001,74.938
7/21/2001,74.93
7/22/2001,74.931
7/23/2001,74.925
7/24/2001,74.933
7/25/2001,74.938
7/26/2001,74.925
7/27/2001,74.901
7/28/2001,74.887
7/29/2001,74.876
7/30/2001,74.872
7/31/2001,74.874
8/1/2001,74.858
8/2/2001,74.855
8/3/2001,74.862
8/4/2001,74.861
8/5/2001,74.868
8/6/2001,74.86
8/7/2001,74.873
8/8/2001,74.876
8/9/2001,74.87
8/10/2001,74.886
8/11/2001,74.871
8/12/2001,74.852
8/13/2001,74.839
8/14/2001,74.816
8/15/2001,74.799
8/16/2001,74.788
8/17/2001,74.814
8/18/2001,74.821
8/19/2001,74.806
8/20/2001,74.805
8/21/2001,74.81
8/22/2001,74.796
8/23/2001,74.786
8/24/2001,74.762
8/25/2001,74.734
8/26/2001,74.741
8/27/2001,74.743
8/28/2001,74.746
8/29/2001,74.735
8/30/2001,74.722
8/31/2001,74.742
9/1/2001,74.739
9/2/2001,74.728
9/3/2001,74.715
9/4/2001,74.727
9/5/2001,74.706
9/6/2001,74.698
9/7/2001,74.671
9/8/2001,74.662
9/9/2001,74.648
9/10/2001,74.663
9/11/2001,74.674
9/12/2001,74.657
9/13/2001,74.662
9/14/2001,74.633
9/15/2001,74.61
9/16/2001,74.602
9/17/2001,74.585
9/18/2001,74.571
9/19/2001,74.536
9/20/2001,74.529
9/21/2001,74.548
9/22/2001,74.56
9/23/2001,74.544
9/24/2001,74.549
9/25/2001,74.588
9/26/2001,74.565
9/27/2001,74.576
9/28/2001,74.595
9/29/2001,74.578
9/30/2001,74.556
10/1/2001,74.561
10/2/2001,74.552
10/3/2001,74.536
10/4/2001,74.546
10/5/2001,74.562
10/6/2001,74.629
10/7/2001,74.638
10/8/2001,74.574
10/9/2001,74.531
10/10/2001,74.518
10/11/2001,74.515
10/12/2001,74.512
10/13/2001,74.501
10/14/2001,74.473
10/15/2001,74.522
10/16/2001,74.49
10/17/2001,74.618
10/18/2001,74.532
10/19/2001,74.511
10/20/2001,74.513
10/21/2001,74.508
10/22/2001,74.502
10/23/2001,74.47
10/24/2001,74.483
10/25/2001,74.53
10/26/2001,74.548
10/27/2001,74.554
10/28/2001,74.507
10/29/2001,74.503
10/30/2001,74.501
10/31/2001,74.462
11/1/2001,74.463
11/2/2001,74.476
11/3/2001,74.502
11/4/2001,74.502
11/5/2001,74.523
11/6/2001,74.502
11/7/2001,74.496
11/8/2001,74.486
11/9/2001,74.511
11/10/2001,74.487
11/11/2001,74.501
11/12/2001,74.487
11/13/2001,74.459
11/14/2001,74.46
11/15/2001,74.456
11/16/2001,74.474
11/17/2001,74.451
11/18/2001,74.448
11/19/2001,74.452
11/20/2001,74.492
11/21/2001,74.458
11/22/2001,74.452
11/23/2001,74.432
11/24/2001,74.41
11/25/2001,74.436
11/26/2001,74.472
11/27/2001,74.451
11/28/2001,74.46
11/29/2001,74.46
11/30/2001,74.478
12/1/2001,74.502
12/2/2001,74.501
12/3/2001,74.488
12/4/2001,74.485
12/5/2001,74.485
12/6/2001,74.506
12/7/2001,74.518
12/8/2001,74.491
12/9/2001,74.502
12/10/2001,74.484
12/11/2001,74.495
12/12/2001,74.468
12/13/2001,74.488
12/14/2001,74.506
12/15/2001,74.524
12/16/2001,74.492
12/17/2001,74.492
12/18/2001,74.547
12/19/2001,74.521
12/20/2001,74.596
12/21/2001,74.566
12/22/2001,74.523
12/23/2001,74.516
12/24/2001,74.55
12/25/2001,74.544
12/26/2001,74.536
12/27/2001,74.547
12/28/2001,74.556
12/29/2001,74.582
12/30/2001,74.612
12/31/2001,74.588
1/1/2002,74.569
1/2/2002,74.567
1/3/2002,74.563
1/4/2002,74.558
1/5/2002,74.545
1/6/2002,74.533
1/7/2002,74.556
1/8/2002,74.544
1/9/2002,74.527
1/10/2002,74.549
1/11/2002,74.574
1/12/2002,74.54
1/13/2002,74.603
1/14/2002,74.53
1/15/2002,74.573
1/16/2002,74.57
1/17/2002,74.588
1/18/2002,74.6
1/19/2002,74.555
1/20/2002,74.565
1/21/2002,74.573
1/22/2002,74.578
1/23/2002,74.549
1/24/2002,74.577
1/25/2002,74.585
1/26/2002,74.576
1/27/2002,74.562
1/28/2002,74.567
1/29/2002,74.579
1/30/2002,74.576
1/31/2002,74.547
2/1/2002,74.662
2/2/2002,74.618
2/3/2002,74.611
2/4/2002,74.647
2/5/2002,74.671
2/6/2002,74.644
2/7/2002,74.645
2/8/2002,74.654
2/9/2002,74.63
2/10/2002,74.635
2/11/2002,74.679
2/12/2002,74.683
2/13/2002,74.702
2/14/2002,74.667
2/15/2002,74.66
2/16/2002,74.674
2/17/2002,74.72
2/18/2002,74.683
2/19/2002,74.681
2/20/2002,74.666
2/21/2002,74.699
2/22/2002,74.73
2/23/2002,74.717
2/24/2002,74.703
2/25/2002,74.703
2/26/2002,74.716
2/27/2002,74.741
2/28/2002,74.754
3/1/2002,74.737
3/2/2002,74.693
3/3/2002,74.778
3/4/2002,74.797
3/5/2002,74.772
3/6/2002,74.759
3/7/2002,74.764
3/8/2002,74.743
3/9/2002,74.752
3/10/2002,74.895
3/11/2002,74.795
3/12/2002,74.766
3/13/2002,74.772
3/14/2002,74.777
3/15/2002,74.768
3/16/2002,74.786
3/17/2002,74.754
3/18/2002,74.762
3/19/2002,74.777
3/20/2002,74.772
3/21/2002,74.827
3/22/2002,74.841
3/23/2002,74.829
3/24/2002,74.802
3/25/2002,74.788
3/26/2002,74.778
3/27/2002,74.825
3/28/2002,74.809
3/29/2002,74.786
3/30/2002,74.811
3/31/2002,74.812
4/1/2002,74.846
4/2/2002,74.832
4/3/2002,74.895
4/4/2002,74.903
4/5/2002,74.89
4/6/2002,74.897
4/7/2002,74.883
4/8/2002,74.877
4/9/2002,74.909
4/10/2002,74.916
4/11/2002,74.896
4/12/2002,74.903
4/13/2002,74.944
4/14/2002,74.954
4/15/2002,74.977
4/16/2002,74.986
4/17/2002,74.996
4/18/2002,75.009
4/19/2002,75.024
4/20/2002,75.038
4/21/2002,75.035
4/22/2002,75.039
4/23/2002,75.045
4/24/2002,75.029
4/25/2002,75.037
4/26/2002,75.067
4/27/2002,75.044
4/28/2002,75.047
4/29/2002,75.09
4/30/2002,75.083
5/1/2002,75.089
5/2/2002,75.103
5/3/2002,75.143
5/4/2002,75.111
5/5/2002,75.105
5/6/2002,75.106
5/7/2002,75.121
5/8/2002,75.117
5/9/2002,75.094
5/10/2002,75.146
5/11/2002,75.138
5/12/2002,75.136
5/13/2002,75.174
5/14/2002,75.242
5/15/2002,75.24
5/16/2002,75.23
5/17/2002,75.264
5/18/2002,75.279
5/19/2002,75.28
5/20/2002,75.282
5/21/2002,75.288
5/22/2002,75.278
5/23/2002,75.272
5/24/2002,75.293
5/25/2002,75.28
5/26/2002,75.288
5/27/2002,75.284
5/28/2002,75.283
5/29/2002,75.275
5/30/2002,75.292
5/31/2002,75.311
6/1/2002,75.316
6/2/2002,75.335
6/3/2002,75.319
6/4/2002,75.311
6/5/2002,75.318
6/6/2002,75.327
6/7/2002,75.31
6/8/2002,75.299
6/9/2002,75.299
6/10/2002,75.292
6/11/2002,75.291
6/12/2002,75.307
6/13/2002,75.298
6/14/2002,75.288
6/15/2002,75.307
6/16/2002,75.332
6/17/2002,75.342
6/18/2002,75.338
6/19/2002,75.342
6/20/2002,75.339
6/21/2002,75.334
6/22/2002,75.335
6/23/2002,75.332
6/24/2002,75.325
6/25/2002,75.313
6/26/2002,75.314
6/27/2002,75.325
6/28/2002,75.335
6/29/2002,75.326
6/30/2002,75.318
7/1/2002,75.308
7/2/2002,75.304
7/3/2002,75.305
7/4/2002,75.314
7/5/2002,75.316
7/6/2002,75.306
7/7/2002,75.291
7/8/2002,75.265
7/9/2002,75.264
7/10/2002,75.243
7/11/2002,75.226
7/12/2002,75.218
7/13/2002,75.203
7/14/2002,75.19
7/15/2002,75.19
7/16/2002,75.176
7/17/2002,75.177
7/18/2002,75.165
7/19/2002,75.15
7/20/2002,75.13
7/21/2002,75.111
7/22/2002,75.121
7/23/2002,75.142
7/24/2002,75.104
7/25/2002,75.079
7/26/2002,75.06
7/27/2002,75.079
7/28/2002,75.076
7/29/2002,75.074
7/30/2002,75.094
7/31/2002,75.09
8/1/2002,75.082
8/2/2002,75.075
8/3/2002,75.069
8/4/2002,75.045
8/5/2002,75.057
8/6/2002,75.036
8/7/2002,75.02
8/8/2002,74.992
8/9/2002,74.965
8/10/2002,74.944
8/11/2002,74.927
8/12/2002,74.919
8/13/2002,74.91
8/14/2002,74.902
8/15/2002,74.899
8/16/2002,74.91
8/17/2002,74.907
8/18/2002,74.917
8/19/2002,74.903
8/20/2002,74.894
8/21/2002,74.871
8/22/2002,74.859
8/23/2002,74.819
8/24/2002,74.804
8/25/2002,74.801
8/26/2002,74.795
8/27/2002,74.778
8/28/2002,74.746
8/29/2002,74.735
8/30/2002,74.731
8/31/2002,74.717
9/1/2002,74.693
9/2/2002,74.692
9/3/2002,74.692
9/4/2002,74.724
9/5/2002,74.711
9/6/2002,74.696
9/7/2002,74.683
9/8/2002,74.672
9/9/2002,74.665
9/10/2002,74.664
9/11/2002,74.715
9/12/2002,74.664
9/13/2002,74.651
9/14/2002,74.629
9/15/2002,74.654
9/16/2002,74.642
9/17/2002,74.632
9/18/2002,74.609
9/19/2002,74.591
9/20/2002,74.589
9/21/2002,74.584
9/22/2002,74.596
9/23/2002,74.603
9/24/2002,74.587
9/25/2002,74.576
9/26/2002,74.552
9/27/2002,74.577
9/28/2002,74.583
9/29/2002,74.552
9/30/2002,74.554
10/1/2002,74.554
10/2/2002,74.561
10/3/2002,74.551
10/4/2002,74.525
10/5/2002,74.6
10/6/2002,74.533
10/7/2002,74.584
10/8/2002,74.547
10/9/2002,74.519
10/10/2002,74.515
10/11/2002,74.487
10/12/2002,74.463
10/13/2002,74.49
10/14/2002,74.487
10/15/2002,74.441
10/16/2002,74.451
10/17/2002,74.481
10/18/2002,74.467
10/19/2002,74.483
10/20/2002,74.493
10/21/2002,74.468
10/22/2002,74.448
10/23/2002,74.457
10/24/2002,74.45
10/25/2002,74.413
10/26/2002,74.44
10/27/2002,74.463
10/28/2002,74.436
10/29/2002,74.403
10/30/2002,74.395
10/31/2002,74.396
11/1/2002,74.437
11/2/2002,74.405
11/3/2002,74.385
11/4/2002,74.397
11/5/2002,74.36
11/6/2002,74.399
11/7/2002,74.385
11/8/2002,74.352
11/9/2002,74.343
11/10/2002,74.327
11/11/2002,74.367
11/12/2002,74.368
11/13/2002,74.365
11/14/2002,74.347
11/15/2002,74.363
11/16/2002,74.328
11/17/2002,74.354
11/18/2002,74.397
11/19/2002,74.324
11/20/2002,74.332
11/21/2002,74.32
11/22/2002,74.369
11/23/2002,74.403
11/24/2002,74.379
11/25/2002,74.351
11/26/2002,74.351
11/27/2002,74.352
11/28/2002,74.359
11/29/2002,74.332
11/30/2002,74.364
12/1/2002,74.382
12/2/2002,74.367
12/3/2002,74.363
12/4/2002,74.343
12/5/2002,74.323
12/6/2002,74.35
12/7/2002,74.324
12/8/2002,74.364
12/9/2002,74.301
12/10/2002,74.298
12/11/2002,74.292
12/12/2002,74.308
12/13/2002,74.284
12/14/2002,74.324
12/15/2002,74.311
12/16/2002,74.333
12/17/2002,74.299
12/18/2002,74.274
12/19/2002,74.261
12/20/2002,74.301
12/21/2002,74.338
12/22/2002,74.338
12/23/2002,74.361
12/24/2002,74.323
12/25/2002,74.32
12/26/2002,74.354
12/27/2002,74.332
12/28/2002,74.327
12/29/2002,74.333
12/30/2002,74.284
12/31/2002,74.316
1/1/2003,74.326
1/2/2003,74.304
1/3/2003,74.288
1/4/2003,74.334
1/5/2003,74.321
1/6/2003,74.341
1/7/2003,74.335
1/8/2003,74.35
1/9/2003,74.352
1/10/2003,74.376
1/11/2003,74.428
1/12/2003,74.401
1/13/2003,74.409
1/14/2003,74.363
1/15/2003,74.393
1/16/2003,74.366
1/17/2003,74.367
1/18/2003,74.333
1/19/2003,74.345
1/20/2003,74.398
1/21/2003,74.344
1/22/2003,74.37
1/23/2003,74.34
1/24/2003,74.333
1/25/2003,74.328
1/26/2003,74.325
1/27/2003,74.306
1/28/2003,74.29
1/29/2003,74.306
1/30/2003,74.288
1/31/2003,74.278
2/1/2003,74.29
2/2/2003,74.315
2/3/2003,74.278
2/4/2003,74.351
2/5/2003,74.378
2/6/2003,74.308
2/7/2003,74.322
2/8/2003,74.328
2/9/2003,74.311
2/10/2003,74.311
2/11/2003,74.294
2/12/2003,74.348
2/13/2003,74.328
2/14/2003,74.308
2/15/2003,74.278
2/16/2003,74.257
2/17/2003,74.247
2/18/2003,74.259
2/19/2003,74.266
2/20/2003,74.267
2/21/2003,74.257
2/22/2003,74.246
2/23/2003,74.34
2/24/2003,74.297
2/25/2003,74.293
2/26/2003,74.278
2/27/2003,74.278
2/28/2003,74.283
3/1/2003,74.276
3/2/2003,74.316
3/3/2003,74.3
3/4/2003,74.27
3/5/2003,74.296
3/6/2003,74.289
3/7/2003,74.27
3/8/2003,74.285
3/9/2003,74.347
3/10/2003,74.345
3/11/2003,74.285
3/12/2003,74.296
3/13/2003,74.287
3/14/2003,74.276
3/15/2003,74.284
3/16/2003,74.283
3/17/2003,74.285
3/18/2003,74.299
3/19/2003,74.277
3/20/2003,74.285
3/21/2003,74.339
3/22/2003,74.36
3/23/2003,74.383
3/24/2003,74.391
3/25/2003,74.409
3/26/2003,74.447
3/27/2003,74.453
3/28/2003,74.445
3/29/2003,74.502
3/30/2003,74.533
3/31/2003,74.554
4/1/2003,74.54
4/2/2003,74.57
4/3/2003,74.569
4/4/2003,74.604
4/5/2003,74.657
4/6/2003,74.672
4/7/2003,74.634
4/8/2003,74.667
4/9/2003,74.683
4/10/2003,74.684
4/11/2003,74.696
4/12/2003,74.715
4/13/2003,74.716
4/14/2003,74.715
4/15/2003,74.726
4/16/2003,74.75
4/17/2003,74.716
4/18/2003,74.718
4/19/2003,74.737
4/20/2003,74.736
4/21/2003,74.745
4/22/2003,74.779
4/23/2003,74.818
4/24/2003,74.807
4/25/2003,74.794
4/26/2003,74.8
4/27/2003,74.801
4/28/2003,74.798
4/29/2003,74.811
4/30/2003,74.806
5/1/2003,74.81
5/2/2003,74.838
5/3/2003,74.845
5/4/2003,74.834
5/5/2003,74.815
5/6/2003,74.856
5/7/2003,74.866
5/8/2003,74.87
5/9/2003,74.87
5/10/2003,74.866
5/11/2003,74.863
5/12/2003,74.902
5/13/2003,74.937
5/14/2003,74.93
5/15/2003,74.922
5/16/2003,74.935
5/17/2003,74.951
5/18/2003,74.962
5/19/2003,74.961
5/20/2003,74.968
5/21/2003,74.998
5/22/2003,74.993
5/23/2003,74.981
5/24/2003,75.008
5/25/2003,75.029
5/26/2003,75.037
5/27/2003,75.042
5/28/2003,75.051
5/29/2003,75.058
5/30/2003,75.066
5/31/2003,75.081
6/1/2003,75.096
6/2/2003,75.091
6/3/2003,75.088
6/4/2003,75.09
6/5/2003,75.107
6/6/2003,75.111
6/7/2003,75.107
6/8/2003,75.106
6/9/2003,75.119
6/10/2003,75.112
6/11/2003,75.116
6/12/2003,75.122
6/13/2003,75.126
6/14/2003,75.142
6/15/2003,75.145
6/16/2003,75.141
6/17/2003,75.13
6/18/2003,75.131
6/19/2003,75.138
6/20/2003,75.139
6/21/2003,75.132
6/22/2003,75.131
6/23/2003,75.134
6/24/2003,75.124
6/25/2003,75.121
6/26/2003,75.109
6/27/2003,75.114
6/28/2003,75.103
6/29/2003,75.097
6/30/2003,75.106
7/1/2003,75.093
7/2/2003,75.085
7/3/2003,75.075
7/4/2003,75.07
7/5/2003,75.071
7/6/2003,75.07
7/7/2003,75.064
7/8/2003,75.066
7/9/2003,75.067
7/10/2003,75.037
7/11/2003,75.045
7/12/2003,75.069
7/13/2003,75.063
7/14/2003,75.057
7/15/2003,75.038
7/16/2003,75.076
7/17/2003,75.065
7/18/2003,75.065
7/19/2003,75.059
7/20/2003,75.039
7/21/2003,75.036
7/22/2003,75.044
7/23/2003,75.04
7/24/2003,75.045
7/25/2003,75.04
7/26/2003,75.028
7/27/2003,75.052
7/28/2003,75.057
7/29/2003,75.05
7/30/2003,75.033
7/31/2003,75.018
8/1/2003,75.01
8/2/2003,75.002
8/3/2003,75.005
8/4/2003,75.003
8/5/2003,75.007
8/6/2003,75.009
8/7/2003,75.008
8/8/2003,75.009
8/9/2003,75.007
8/10/2003,75.019
8/11/2003,75.022
8/12/2003,75.031
8/13/2003,75.023
8/14/2003,75.036
8/15/2003,75.035
8/16/2003,75.04
8/17/2003,75.019
8/18/2003,75.007
8/19/2003,74.986
8/20/2003,74.975
8/21/2003,74.969
8/22/2003,75.006
8/23/2003,75.006
8/24/2003,74.968
8/25/2003,74.953
8/26/2003,74.944
8/27/2003,74.953
8/28/2003,74.915
8/29/2003,74.904
8/30/2003,74.906
8/31/2003,74.881
9/1/2003,74.864
9/2/2003,74.837
9/3/2003,74.811
9/4/2003,74.828
9/5/2003,74.824
9/6/2003,74.814
9/7/2003,74.806
9/8/2003,74.773
9/9/2003,74.746
9/10/2003,74.742
9/11/2003,74.737
9/12/2003,74.72
9/13/2003,74.705
9/14/2003,74.697
9/15/2003,74.712
9/16/2003,74.725
9/17/2003,74.714
9/18/2003,74.706
9/19/2003,74.663
9/20/2003,74.698
9/21/2003,74.683
9/22/2003,74.642
9/23/2003,74.702
9/24/2003,74.678
9/25/2003,74.693
9/26/2003,74.674
9/27/2003,74.668
9/28/2003,74.692
9/29/2003,74.715
9/30/2003,74.705
10/1/2003,74.698
10/2/2003,74.729
10/3/2003,74.673
10/4/2003,74.684
10/5/2003,74.708
10/6/2003,74.682
10/7/2003,74.667
10/8/2003,74.652
10/9/2003,74.648
10/10/2003,74.643
10/11/2003,74.629
10/12/2003,74.624
10/13/2003,74.624
10/14/2003,74.584
10/15/2003,74.741
10/16/2003,74.67
10/17/2003,74.645
10/18/2003,74.633
10/19/2003,74.629
10/20/2003,74.606
10/21/2003,74.62
10/22/2003,74.631
10/23/2003,74.632
10/24/2003,74.607
10/25/2003,74.576
10/26/2003,74.596
10/27/2003,74.613
10/28/2003,74.594
10/29/2003,74.614
10/30/2003,74.615
10/31/2003,74.595
11/1/2003,74.614
11/2/2003,74.614
11/3/2003,74.624
11/4/2003,74.625
11/5/2003,74.634
11/6/2003,74.643
11/7/2003,74.671
11/8/2003,74.657
11/9/2003,74.631
11/10/2003,74.611
11/11/2003,74.584
11/12/2003,74.605
11/13/2003,74.777
11/14/2003,74.694
11/15/2003,74.624
11/16/2003,74.608
11/17/2003,74.616
11/18/2003,74.576
11/19/2003,74.616
11/20/2003,74.664
11/21/2003,74.653
11/22/2003,74.642
11/23/2003,74.634
11/24/2003,74.653
11/25/2003,74.669
11/26/2003,74.65
11/27/2003,74.645
11/28/2003,74.685
11/29/2003,74.811
11/30/2003,74.716
12/1/2003,74.793
12/2/2003,74.764
12/3/2003,74.73
12/4/2003,74.725
12/5/2003,74.701
12/6/2003,74.718
12/7/2003,74.715
12/8/2003,74.688
12/9/2003,74.671
12/10/2003,74.648
12/11/2003,74.75
12/12/2003,74.749
12/13/2003,74.707
12/14/2003,74.675
12/15/2003,74.742
12/16/2003,74.683
12/17/2003,74.733
12/18/2003,74.797
12/19/2003,74.748
12/20/2003,74.75
12/21/2003,74.731
12/22/2003,74.721
12/23/2003,74.713
12/24/2003,74.749
12/25/2003,74.772
12/26/2003,74.818
12/27/2003,74.769
12/28/2003,74.751
12/29/2003,74.756
12/30/2003,74.833
12/31/2003,74.804
1/1/2004,74.806
1/2/2004,74.786
1/3/2004,74.804
1/4/2004,74.819
1/5/2004,74.82
1/6/2004,74.885
1/7/2004,74.895
1/8/2004,74.825
1/9/2004,74.829
1/10/2004,74.831
1/11/2004,74.82
1/12/2004,74.835
1/13/2004,74.901
1/14/2004,74.83
1/15/2004,74.878
1/16/2004,74.921
1/17/2004,74.84
1/18/2004,74.88
1/19/2004,74.893
1/20/2004,74.873
1/21/2004,74.838
1/22/2004,74.891
1/23/2004,74.882
1/24/2004,74.862
1/25/2004,74.824
1/26/2004,74.776
1/27/2004,74.778
1/28/2004,74.868
1/29/2004,74.899
1/30/2004,74.881
1/31/2004,74.857
2/1/2004,74.821
2/2/2004,74.786
2/3/2004,74.789
2/4/2004,74.867
2/5/2004,74.81
2/6/2004,74.782
2/7/2004,74.845
2/8/2004,74.821
2/9/2004,74.787
2/10/2004,74.798
2/11/2004,74.803
2/12/2004,74.769
2/13/2004,74.806
2/14/2004,74.785
2/15/2004,74.749
2/16/2004,74.744
2/17/2004,74.723
2/18/2004,74.725
2/19/2004,74.726
2/20/2004,74.691
2/21/2004,74.734
2/22/2004,74.748
2/23/2004,74.701
2/24/2004,74.699
2/25/2004,74.699
2/26/2004,74.683
2/27/2004,74.679
2/28/2004,74.679
2/29/2004,74.665
3/1/2004,74.65
3/2/2004,74.661
3/3/2004,74.663
3/4/2004,74.665
3/5/2004,74.656
3/6/2004,74.717
3/7/2004,74.704
3/8/2004,74.729
3/9/2004,74.722
3/10/2004,74.72
3/11/2004,74.713
3/12/2004,74.787
3/13/2004,74.758
3/14/2004,74.713
3/15/2004,74.763
3/16/2004,74.705
3/17/2004,74.719
3/18/2004,74.724
3/19/2004,74.72
3/20/2004,74.708
3/21/2004,74.777
3/22/2004,74.747
3/23/2004,74.727
3/24/2004,74.706
3/25/2004,74.706
3/26/2004,74.716
3/27/2004,74.751
3/28/2004,74.738
3/29/2004,74.73
3/30/2004,74.744
3/31/2004,74.769
4/1/2004,74.785
4/2/2004,74.803
4/3/2004,74.804
4/4/2004,74.856
4/5/2004,74.879
4/6/2004,74.852
4/7/2004,74.848
4/8/2004,74.842
4/9/2004,74.856
4/10/2004,74.857
4/11/2004,74.855
4/12/2004,74.845
4/13/2004,74.86
4/14/2004,74.891
4/15/2004,74.886
4/16/2004,74.874
4/17/2004,74.888
4/18/2004,74.89
4/19/2004,74.898
4/20/2004,74.911
4/21/2004,74.891
4/22/2004,74.936
4/23/2004,74.936
4/24/2004,74.94
4/25/2004,74.903
4/26/2004,74.941
4/27/2004,74.965
4/28/2004,74.959
4/29/2004,74.944
4/30/2004,74.95
5/1/2004,74.955
5/2/2004,74.975
5/3/2004,74.993
5/4/2004,74.986
5/5/2004,74.982
5/6/2004,74.99
5/7/2004,75.002
5/8/2004,74.988
5/9/2004,74.997
5/10/2004,74.997
5/11/2004,75.006
5/12/2004,75.004
5/13/2004,75.009
5/14/2004,75.004
5/15/2004,75.025
5/16/2004,75.02
5/17/2004,75.012
5/18/2004,75.023
5/19/2004,75.028
5/20/2004,75.016
5/21/2004,75.031
5/22/2004,75.029
5/23/2004,75.047
5/24/2004,75.078
5/25/2004,75.095
5/26/2004,75.104
5/27/2004,75.112
5/28/2004,75.141
5/29/2004,75.137
5/30/2004,75.13
5/31/2004,75.112
6/1/2004,75.147
6/2/2004,75.156
6/3/2004,75.168
6/4/2004,75.163
6/5/2004,75.155
6/6/2004,75.151
6/7/2004,75.151
6/8/2004,75.15
6/9/2004,75.162
6/10/2004,75.162
6/11/2004,75.155
6/12/2004,75.147
6/13/2004,75.119
6/14/2004,75.134
6/15/2004,75.145
6/16/2004,75.141
6/17/2004,75.135
6/18/2004,75.144
6/19/2004,75.165
6/20/2004,75.15
6/21/2004,75.135
6/22/2004,75.137
6/23/2004,75.132
6/24/2004,75.133
6/25/2004,75.134
6/26/2004,75.132
6/27/2004,75.127
6/28/2004,75.117
6/29/2004,75.113
6/30/2004,75.112
7/1/2004,75.108
7/2/2004,75.111
7/3/2004,75.096
7/4/2004,75.074
7/5/2004,75.11
7/6/2004,75.112
7/7/2004,75.091
7/8/2004,75.107
7/9/2004,75.114
7/10/2004,75.106
7/11/2004,75.101
7/12/2004,75.077
7/13/2004,75.073
7/14/2004,75.072
7/15/2004,75.099
7/16/2004,75.116
7/17/2004,75.115
7/18/2004,75.111
7/19/2004,75.103
7/20/2004,75.094
7/21/2004,75.089
7/22/2004,75.083
7/23/2004,75.099
7/24/2004,75.09
7/25/2004,75.067
7/26/2004,75.053
7/27/2004,75.041
7/28/2004,75.059
7/29/2004,75.054
7/30/2004,75.046
7/31/2004,75.085
8/1/2004,75.104
8/2/2004,75.109
8/3/2004,75.116
8/4/2004,75.113
8/5/2004,75.114
8/6/2004,75.097
8/7/2004,75.087
8/8/2004,75.074
8/9/2004,75.061
8/10/2004,75.05
8/11/2004,75.061
8/12/2004,75.056
8/13/2004,75.062
8/14/2004,75.047
8/15/2004,75.033
8/16/2004,75.024
8/17/2004,75.009
8/18/2004,74.995
8/19/2004,75.001
8/20/2004,74.993
8/21/2004,75.007
8/22/2004,74.981
8/23/2004,74.97
8/24/2004,74.93
8/25/2004,74.902
8/26/2004,74.906
8/27/2004,74.914
8/28/2004,74.913
8/29/2004,74.92
8/30/2004,74.933
8/31/2004,74.95
9/1/2004,74.957
9/2/2004,74.926
9/3/2004,74.922
9/4/2004,74.917
9/5/2004,74.892
9/6/2004,74.873
9/7/2004,74.883
9/8/2004,74.867
9/9/2004,74.964
9/10/2004,74.981
9/11/2004,74.978
9/12/2004,74.982
9/13/2004,74.994
9/14/2004,74.992
9/15/2004,74.984
9/16/2004,74.985
9/17/2004,74.994
9/18/2004,74.986
9/19/2004,74.964
9/20/2004,74.949
9/21/2004,74.938
9/22/2004,74.94
9/23/2004,74.943
9/24/2004,74.928
9/25/2004,74.93
9/26/2004,74.918
9/27/2004,74.899
9/28/2004,74.9
9/29/2004,74.863
9/30/2004,74.842
10/1/2004,74.832
10/2/2004,74.842
10/3/2004,74.824
10/4/2004,74.824
10/5/2004,74.812
10/6/2004,74.797
10/7/2004,74.784
10/8/2004,74.766
10/9/2004,74.768
10/10/2004,74.775
10/11/2004,74.749
10/12/2004,74.735
10/13/2004,74.709
10/14/2004,74.685
10/15/2004,74.67
10/16/2004,74.698
10/17/2004,74.723
10/18/2004,74.691
10/19/2004,74.646
10/20/2004,74.646
10/21/2004,74.642
10/22/2004,74.625
10/23/2004,74.595
10/24/2004,74.575
10/25/2004,74.598
10/26/2004,74.596
10/27/2004,74.59
10/28/2004,74.569
10/29/2004,74.555
10/30/2004,74.541
10/31/2004,74.591
11/1/2004,74.564
11/2/2004,74.548
11/3/2004,74.564
11/4/2004,74.537
11/5/2004,74.645
11/6/2004,74.561
11/7/2004,74.571
11/8/2004,74.573
11/9/2004,74.542
11/10/2004,74.497
11/11/2004,74.519
11/12/2004,74.504
11/13/2004,74.499
11/14/2004,74.497
11/15/2004,74.492
11/16/2004,74.47
11/17/2004,74.459
11/18/2004,74.461
11/19/2004,74.458
11/20/2004,74.437
11/21/2004,74.459
11/22/2004,74.448
11/23/2004,74.435
11/24/2004,74.442
11/25/2004,74.508
11/26/2004,74.469
11/27/2004,74.422
11/28/2004,74.48
11/29/2004,74.479
11/30/2004,74.469
12/1/2004,74.529
12/2/2004,74.519
12/3/2004,74.548
12/4/2004,74.51
12/5/2004,74.541
12/6/2004,74.484
12/7/2004,74.478
